test_year,signal_date,effective_date,ticker,snapshot_age_days,financial_age_days,selection_mode,financial_source,target_weight,holding_sessions,missing_holding_prices,holding_return,return_contribution,minimum_return_from_entry,maximum_absolute_daily_return,maximum_event_date,maximum_event_return,unresolved_terminal_while_held
2023,2023-01-31,2023-02-01,AEHR,8,18,ensemble,sec_quarterly,0.2,19,0,-0.03305305885763976,-0.0037597756886420756,-0.11394607132502188,0.0775731964986418,2023-02-10,-0.0775731964986418,False
2023,2023-01-31,2023-02-01,AXON,8,83,ensemble,sec_quarterly,0.2,19,0,0.009677907152578769,0.002601363683116853,-0.07349160743989103,0.03761163562133185,2023-02-07,-0.03761163562133185,False
2023,2023-01-31,2023-02-01,PFG,8,90,ensemble,sec_quarterly,0.2,19,0,-0.027367506516072893,-0.005199629942402773,-0.04669852302345778,0.03570251565417992,2023-02-21,-0.03570251565417992,False
2023,2023-01-31,2023-02-01,SNDX,8,336,ensemble,sec_quarterly,0.2,19,0,-0.12525879917184268,-0.02579644332818032,-0.1725327812284334,0.05114449213161654,2023-02-06,-0.05114449213161654,False
2023,2023-01-31,2023-02-01,VC,8,96,ensemble,sec_quarterly,0.2,19,0,0.060706121412243075,0.012320809334324091,-0.016383032766065453,0.04422388340976191,2023-02-16,0.04422388340976191,False
2023,2023-02-28,2023-03-01,AAON,20,1,ensemble,sec_quarterly,0.2,23,0,0.06896391407654878,0.014118023257395574,-0.027883445107321325,0.039180671911618115,2023-03-16,0.039180671911618115,False
2023,2023-02-28,2023-03-01,ACLS,20,4,ensemble,sec_quarterly,0.2,23,0,0.007637628554143738,0.003173174609869456,-0.07335148215366005,0.059809187845746736,2023-03-29,0.059809187845746736,False
2023,2023-02-28,2023-03-01,AGYS,20,33,ensemble,sec_quarterly,0.2,23,0,0.022048804657500698,0.006251392630579855,-0.050414963458441764,0.051651143099068486,2023-03-03,0.051651143099068486,False
2023,2023-02-28,2023-03-01,AXON,20,0,ensemble,sec_quarterly,0.2,23,0,0.0171446666063515,0.004003588794327206,-0.04550800687596124,0.032843362425356126,2023-03-31,0.032843362425356126,False
2023,2023-02-28,2023-03-01,VC,20,12,ensemble,sec_quarterly,0.2,23,0,-0.07562183189909244,-0.014577831792543506,-0.10338323706235997,0.03952519257482001,2023-03-17,-0.03952519257482001,False
2023,2023-03-31,2023-04-03,AAON,1,32,ensemble,sec_quarterly,0.2,19,0,0.01020558241642533,0.002776938455662137,-0.04391249084640392,0.056432668582403034,2023-04-27,0.056432668582403034,False
2023,2023-03-31,2023-04-03,AGYS,1,64,ensemble,sec_quarterly,0.2,19,0,-0.07491702228544328,-0.014891310850693352,-0.0797771455666193,0.04544364508393295,2023-04-25,-0.04544364508393295,False
2023,2023-03-31,2023-04-03,AXON,1,31,ensemble,sec_quarterly,0.2,19,0,-0.07335414925898243,-0.014940428102020032,-0.07335414925898232,0.025605381165919372,2023-04-05,-0.025605381165919372,False
2023,2023-03-31,2023-04-03,LNTH,1,36,ensemble,sec_quarterly,0.2,19,0,0.03688872709622615,0.007824817607011014,0.0,0.05383415069103881,2023-04-26,-0.05383415069103881,False
2023,2023-03-31,2023-04-03,SNEX,1,52,ensemble,sec_quarterly,0.2,19,0,-0.03890534077453456,-0.007557481917148623,-0.05791700752572715,0.03067400790719521,2023-04-04,-0.03067400790719521,False
2023,2023-04-28,2023-05-01,AXON,10,59,ensemble,sec_quarterly,0.2,22,0,-0.10689814814814813,-0.019256615200796537,-0.10773148148148148,0.15052009873060657,2023-05-10,-0.15052009873060657,False
2023,2023-04-28,2023-05-01,CHDN,10,2,ensemble,sec_quarterly,0.2,22,0,-0.08894553259994709,-0.018297355332337475,-0.09196404614971831,0.026968940654464646,2023-05-05,0.026968940654464646,False
2023,2023-04-28,2023-05-01,FTAI,10,1,ensemble,sec_quarterly,0.2,22,0,0.005016123253313909,0.0015967601499782937,-0.032246506628448524,0.035701535166012155,2023-05-04,-0.035701535166012155,False
2023,2023-04-28,2023-05-01,MELI,10,63,ensemble,sec_quarterly,0.2,22,0,-0.04076181628150055,-0.006988481362441946,-0.060596910927882885,0.052039469058351995,2023-05-04,-0.052039469058351995,False
2023,2023-04-28,2023-05-01,SMCI,10,84,ensemble,sec_quarterly,0.2,22,0,1.1306250594615181,0.16526243650953173,-0.006469412995908974,0.28267739155415117,2023-05-03,0.28267739155415117,False
2023,2023-05-31,2023-06-01,FCNCA,12,21,ensemble,sec_quarterly,0.2,21,0,0.010725845191875916,0.002946840003759799,-0.06778072655394807,0.039240010446591755,2023-06-29,0.039240010446591755,False
2023,2023-05-31,2023-06-01,HLIT,12,22,ensemble,sec_quarterly,0.2,21,0,-0.07705479452054775,-0.015228640654355252,-0.0850456621004565,0.06355455568054003,2023-06-23,-0.06355455568054003,False
2023,2023-05-31,2023-06-01,MELI,12,27,ensemble,sec_quarterly,0.2,21,0,-0.05836155228056794,-0.010903906057237612,-0.08148519101445129,0.057872465327886924,2023-06-26,-0.057872465327886924,False
2023,2023-05-31,2023-06-01,RMBS,12,26,ensemble,sec_quarterly,0.2,21,0,-0.028757378537914158,-0.004829782378030445,-0.1275919479340093,0.05465485542370052,2023-06-29,0.05465485542370052,False
2023,2023-05-31,2023-06-01,SMCI,12,26,ensemble,sec_quarterly,0.2,21,0,0.07891091680374007,0.017862678082909023,-0.0647562981560037,0.0607640336975559,2023-06-08,0.0607640336975559,False
2023,2023-06-30,2023-07-03,AEHR,14,78,ensemble,sec_quarterly,0.2,20,0,0.17902350813743206,0.03915795640364777,-0.13675406871609408,0.18175235336712525,2023-07-14,0.18175235336712525,False
2023,2023-06-30,2023-07-03,FTAI,14,64,ensemble,sec_quarterly,0.2,20,0,0.024328192081412903,0.005259163745052576,-0.02560025441246616,0.042673828707848416,2023-07-27,-0.042673828707848416,False
2023,2023-06-30,2023-07-03,RMBS,14,56,ensemble,sec_quarterly,0.2,20,0,-0.0204943679599503,-0.0027033122813284296,-0.08182102628285359,0.056840390879478786,2023-07-13,0.056840390879478786,False
2023,2023-06-30,2023-07-03,SMCI,14,56,ensemble,sec_quarterly,0.2,20,0,0.3253210272873195,0.058042131661890074,0.0,0.06293377674956613,2023-07-13,0.06293377674956613,False
2023,2023-06-30,2023-07-03,UFPT,14,51,ensemble,sec_quarterly,0.2,20,0,-0.00878354295025241,-0.0006650095562037661,-0.08910840674168752,0.044420658282044556,2023-07-17,0.044420658282044556,False
